"","x.1","x.2","x.3","x.4","x.5","x.6","x.7","x.8","x.9","x.10","y"
"1",0.695968264481053,0.456280608428642,0.738068081671372,0.577584409620613,0.439696881687269,0.200753561221063,0.335538719315082,0.910425941459835,0.641610929509625,0.32273923815228,17.7578603526321
"2",0.859214509138837,0.953233203385025,0.477093585534021,0.0834436304867268,0.799699477851391,0.265195527579635,0.120467921020463,0.870388721115887,0.952023608144373,0.51274841488339,9.21285590755463
"3",0.0861353063955903,0.46066236984916,0.00607069558463991,0.979717448819429,0.123134812572971,0.0337698929943144,0.651491170749068,0.249825776321813,0.699349767062813,0.454778872430325,16.36358327349
"4",0.572776958579198,0.284956875955686,0.327253838768229,0.149048587772995,0.392606731271371,0.92036013584584,0.475999217713252,0.334131007548422,0.77553673973307,0.115766663802788,8.15378897577672
"5",0.597851966274902,0.882968946360052,0.932470509549603,0.765605383552611,0.172534534940496,0.518750852439553,0.760580238886178,0.627895307494327,0.390146529767662,0.887171600013971,21.1507509126508
"6",0.126557937357575,0.867182449903339,0.13327701529488,0.224429359892383,0.115630005253479,0.366731544258073,0.730026867473498,0.27912679919973,0.418372585903853,0.5152739637997,10.4421730174488
"7",0.701254159444943,0.833139806520194,0.60717942728661,0.874121861532331,0.389646390452981,0.620108840055764,0.531464847736061,0.671076291939244,0.131455385824665,0.18369584530592,20.560559000085
"8",0.603091479744762,0.73114538192749,0.685973632149398,0.75714741484262,0.308588578132913,0.492433489765972,0.60384250851348,0.90018603974022,0.535842890152708,0.56822694838047,20.2255712318813
"9",0.653385671321303,0.593507862649858,0.66503404872492,0.482013403903693,0.713500970276073,0.760217717615888,0.774633893975988,0.359235358424485,0.498818505555391,0.313637863378972,17.9792001808048
"10",0.976701957406476,0.247867860132828,0.982766110450029,0.484795249300078,0.238675381988287,0.0724724791944027,0.866075511556119,0.956291468348354,0.494077694835141,0.875616523204371,17.4162184772569
"11",0.483129685744643,0.594005385879427,0.66775741870515,0.615227423375472,0.803721867501736,0.491348351351917,0.428767586359754,0.183521951083094,0.474537309026346,0.984912760555744,20.1625695475478
"12",0.187977739842609,0.617404723307118,0.344195887213573,0.38508016965352,0.705022611888126,0.86528125917539,0.899272943148389,0.76437069196254,0.367857827572152,0.271502027986571,11.09037412324
"13",0.919905104208738,0.0476634441874921,0.25941355060786,0.0342819411307573,0.442126419628039,0.123578783357516,0.148609001655132,0.464481868315488,0.103503410471603,0.879591040080413,4.94886130372329
"14",0.751678583677858,0.736957389395684,0.875031897798181,0.435419916640967,0.697463051881641,0.156739250058308,0.567781348712742,0.577854799805209,0.491796314017847,0.559681696817279,20.5536770670737
"15",0.966115128016099,0.67818443547003,0.597453893860802,0.103423743275926,0.259292388800532,0.44041845574975,0.590086488286033,0.391442619729787,0.753942232578993,0.334625610616058,11.60536066952
"16",0.792136565316468,0.820201607886702,0.00673919101245701,0.820627571316436,0.00456334766931832,0.275806403951719,0.378175932681188,0.0168142535258085,0.482952089747414,0.604453457053751,22.5277725573209
"17",0.465192623669282,0.166164865717292,0.0319774763192981,0.127545791212469,0.115867806831375,0.824234657920897,0.383049041964114,0.0920195837970823,0.411950489506125,0.123425566591322,10.5613255847298
"18",0.514761295635253,0.148661707062274,0.977862434461713,0.6548086469993,0.479448560625315,0.050673910882324,0.0772220564540476,0.980921979993582,0.643519422737882,0.338799754390493,15.6597176936645
"19",0.496226955903694,0.616420472040772,0.650251524755731,0.0123654953204095,0.210142910946161,0.870358290849254,0.250613553682342,0.602870604721829,0.36985802417621,0.737552208127454,8.27410111646406
"20",0.166396313346922,0.0289559946395457,0.150037404848263,0.708282297011465,0.48667425243184,0.220395010197535,0.742327615618706,0.330007710959762,0.350202928762883,0.545540560269728,12.4359492213759
"21",0.757225090637803,0.122613467276096,0.746561076957732,0.889881640905514,0.951597948325798,0.75102180079557,0.383575707906857,0.456714113242924,0.779340767068788,0.394929461879656,17.8466635096436
"22",0.709914653562009,0.974689808906987,0.906648830277845,0.804820984136313,0.688996456563473,0.623063561273739,0.740121727576479,0.0848942568991333,0.370979311643168,0.329215928446501,21.9659175290488
"23",0.19161554495804,0.295626906678081,0.550528682768345,0.101847555488348,0.917574026389048,0.801512066507712,0.286545743467286,0.927593281958252,0.622279265662655,0.161171569954604,7.71140258104681
"24",0.110917588463053,0.821914363652468,0.235527560114861,0.0515265453141183,0.553853983990848,0.323927316349,0.689766481518745,0.0126377572305501,0.228607222437859,0.533032873878255,7.24286052713005
"25",0.608507180120796,0.740689491154626,0.421176518313587,0.713401134358719,0.349517724709585,0.902806164463982,0.878527479246259,0.560214907396585,0.489184664096683,0.940729834139347,19.8902444005836
"26",0.495670991484076,0.586158759426326,0.907202914357185,0.508756802650169,0.519181322772056,0.223235913319513,0.688789932057261,0.490569682558998,0.426383013138548,0.663531750440598,18.436352923332
"27",0.563187393592671,0.732124912319705,0.153832081938162,0.629058871651068,0.640264794928953,0.453633376862854,0.679520861711353,0.945816412800923,0.382355313980952,0.721114844549447,21.8458536372452
"28",0.907710074214265,0.0547478997614235,0.449055117322132,0.843791352817789,0.714871794683859,0.383773018140346,0.180659747682512,0.192940570879728,0.0255849736277014,0.532295228214934,14.0247608980834
"29",0.440629177493975,0.196360589703545,0.00402815220877528,0.0594272138550878,0.322727873921394,0.482565917307511,0.870407396694645,0.678044940810651,0.921007619937882,0.493688909569755,8.86773229605842
"30",0.765935573494062,0.864706331398338,0.63305360940285,0.410515813389793,0.196512625552714,0.614019667264074,0.0655339807271957,0.209583636838943,0.81466701044701,0.203805023571476,13.8410212181217
"31",0.222284845774993,0.145593863213435,0.746310982620344,0.875531297409907,0.120939006563276,0.172082100762054,0.874124847818166,0.71051684836857,0.511119582923129,0.343958433717489,12.9111184271939
"32",0.990324280224741,0.606762910727412,0.414496418787166,0.17599125020206,0.228276043664664,0.748837596969679,0.216520627727732,0.332896197447553,0.447911188472062,0.0938225500285625,10.3746661387438
